ID,original,sampling,HE_Feature,HE_Heatmap,grid_x,grid_y
SRP1_x0012_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0012_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0012_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0012_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0012_y0012.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0012_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0012_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0012_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0012_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0012_y0013.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0012_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0012_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0012_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0012_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0012_y0014.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0012_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0012_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0012_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0012_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0012_y0015.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0000.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0013_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0001.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0002.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0003.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0004.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0005.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0006.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0013_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0007.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0013_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0008.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0013_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0009.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0013_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0010.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0013_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0011.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0013_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0012.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0013.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0014.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0013_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0013_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0013_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0013_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0013_y0015.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0000.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0014_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0001.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0002.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0003.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0004.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0005.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0006.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0014_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0007.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0014_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0008.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0014_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0009.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0014_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0010.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0014_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0011.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0014_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0012.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0013.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0014.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0014_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0014_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0014_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0014_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0014_y0015.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0015_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0000.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44, 48]"
SRP1_x0015_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0001.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0015_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0002.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0015_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0003.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0015_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0004.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0015_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0005.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]"
SRP1_x0015_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0006.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0015_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0007.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
SRP1_x0015_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP1_x0015_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP1_x0015_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP1_x0015_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP1_x0015_y0008.tiff,"[2, 6, 10, 14, 18, 22, 26, 30, 34, 38, 42, 46]","[0, 4, 8, 12, 16, 20, 24, 28, 32, 36, 40, 44]"
