ID,original,sampling,HE_Feature,HE_Heatmap
SRP2_x0003_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0004.tiff
SRP2_x0003_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0005.tiff
SRP2_x0003_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0006.tiff
SRP2_x0003_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0007.tiff
SRP2_x0003_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0008.tiff
SRP2_x0003_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0009.tiff
SRP2_x0003_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0010.tiff
SRP2_x0003_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0011.tiff
SRP2_x0003_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0012.tiff
SRP2_x0003_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0013.tiff
SRP2_x0003_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0014.tiff
SRP2_x0003_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0003_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0003_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0003_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0003_y0015.tiff
SRP2_x0004_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0000.tiff
SRP2_x0004_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0001.tiff
SRP2_x0004_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0002.tiff
SRP2_x0004_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0003.tiff
SRP2_x0004_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0004.tiff
SRP2_x0004_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0005.tiff
SRP2_x0004_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0006.tiff
SRP2_x0004_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0007.tiff
SRP2_x0004_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0008.tiff
SRP2_x0004_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0009.tiff
SRP2_x0004_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0010.tiff
SRP2_x0004_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0011.tiff
SRP2_x0004_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0012.tiff
SRP2_x0004_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0013.tiff
SRP2_x0004_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0014.tiff
SRP2_x0004_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0004_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0004_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0004_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0004_y0015.tiff
SRP2_x0005_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0000.tiff
SRP2_x0005_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0001.tiff
SRP2_x0005_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0002.tiff
SRP2_x0005_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0003.tiff
SRP2_x0005_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0004.tiff
SRP2_x0005_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0005.tiff
SRP2_x0005_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0006.tiff
SRP2_x0005_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0007.tiff
SRP2_x0005_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0008.tiff
SRP2_x0005_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0009.tiff
SRP2_x0005_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0010.tiff
SRP2_x0005_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0011.tiff
SRP2_x0005_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0012.tiff
SRP2_x0005_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0013.tiff
SRP2_x0005_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0014.tiff
SRP2_x0005_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0005_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0005_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0005_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0005_y0015.tiff
SRP2_x0006_y0000,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0000.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0000.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0000.tiff
SRP2_x0006_y0001,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0001.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0001.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0001.tiff
SRP2_x0006_y0002,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0002.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0002.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0002.tiff
SRP2_x0006_y0003,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0003.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0003.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0003.tiff
SRP2_x0006_y0004,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0004.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0004.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0004.tiff
SRP2_x0006_y0005,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0005.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0005.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0005.tiff
SRP2_x0006_y0006,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0006.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0006.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0006.tiff
SRP2_x0006_y0007,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0007.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0007.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0007.tiff
SRP2_x0006_y0008,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0008.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0008.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0008.tiff
SRP2_x0006_y0009,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0009.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0009.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0009.tiff
SRP2_x0006_y0010,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0010.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0010.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0010.tiff
SRP2_x0006_y0011,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0011.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0011.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0011.tiff
SRP2_x0006_y0012,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0012.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0012.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0012.tiff
SRP2_x0006_y0013,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0013.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0013.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0013.tiff
SRP2_x0006_y0014,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0014.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0014.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0014.tiff
SRP2_x0006_y0015,D:\bio_inf\02 MSI\20260509空蛋\HE\original\1_original_SRP2_x0006_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\sampling\1_sampling_SRP2_x0006_y0015.tiff,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Feature\HE_Feature_SRP2_x0006_y0015.npy,D:\bio_inf\02 MSI\20260509空蛋\HE\HE_Heatmap\HE_Heatmap_SRP2_x0006_y0015.tiff
